View Counts,Likes,Dislikes,ratios
3961,892888,28866,211860,0.97
3962,556072,28866,211860,0.42
3963,703366,28866,211860,0.32
3964,171249,28866,211860,0.56
3965,203807,28866,211860,0.17
3966,987337,28866,211860,0.07
3967,983955,28866,211860,0.65
3968,928491,28866,211860,0.44
3969,525717,28866,211860,0.52
3970,255943,28866,211860,0.18
3971,113360,28866,211860,0.13
3972,262836,28866,211860,0.99
3973,126351,28866,211860,0.48
3974,771787,28866,211860,0.16
3975,940553,28866,211860,0.71
3976,362481,28866,211860,0.51
3977,399278,28866,211860,0.68
3978,683841,28866,211860,0.6
3979,721477,28866,211860,0.53
3980,451941,28866,211860,0.91
3981,280356,28866,211860,0.8
3982,240312,28866,211860,0.68
3983,296532,28866,211860,0.45
3984,819074,28866,211860,0.88
3985,38748,28866,211860,0.82
3986,308980,28866,211860,0.79
3987,16000,28866,211860,0.24
3988,559939,28866,211860,0.28
3989,372678,28866,211860,0.58
3990,140262,28866,211860,0.44
3991,493662,28866,211860,0.29
3992,357163,28866,211860,0.58
3993,447391,28866,211860,0.59
3994,958477,28866,211860,0.9
3995,632066,28866,211860,0.87
3996,410833,28866,211860,0.89
3997,794708,28866,211860,0.88
3998,216832,28866,211860,0.6
3999,806323,28866,211860,0.4
4000,514821,28866,211860,0.79
4001,592648,28866,211860,0.91
4002,646812,28866,211860,0.48
4003,509252,28866,211860,0.95
4004,464747,28866,211860,0.51
4005,839068,28866,211860,0.23
4006,931719,28866,211860,0.6
4007,649561,28866,211860,0.74
4008,221010,28866,211860,0.39
4009,122875,28866,211860,0.49
4010,174227,28866,211860,0.33
4011,368125,28866,211860,0.88
4012,859768,28866,211860,0.09
4013,521800,28866,211860,0.15
4014,620190,28866,211860,0.57
4015,813437,28866,211860,0.34
4016,739427,28866,211860,0.6
4017,579570,28866,211860,0.43
4018,98145,28866,211860,0.42
4019,265940,28866,211860,0.51
4020,868166,28866,211860,0.9
4021,433121,28866,211860,0.74
4022,652030,28866,211860,0.22
4023,405708,28866,211860,0.4
4024,325563,28866,211860,0.46
4025,580193,28866,211860,0.55
4026,352603,28866,211860,0.53
4027,318662,28866,211860,0.23
4028,772057,28866,211860,0.49
4029,78592,28866,211860,0.11
4030,782206,28866,211860,0.78
4031,659682,28866,211860,0.07
4032,216144,28866,211860,0.48
4033,496258,28866,211860,0.32
4034,104840,28866,211860,0.59
4035,906555,28866,211860,0.84
4036,168969,28866,211860,0.24
4037,753881,28866,211860,0.82
4038,448257,28866,211860,0.61
4039,164391,28866,211860,0.63
4040,767160,28866,211860,0.73
4041,383089,28866,211860,0.57
4042,948222,28866,211860,0.45
4043,517954,28866,211860,0.34
4044,640293,28866,211860,0.56
4045,485933,28866,211860,0.57
4046,198262,28866,211860,0.08
4047,728546,28866,211860,0.39
4048,121473,28866,211860,0.69
4049,191272,28866,211860,0.59
4050,509818,28866,211860,0.62
4051,720401,28866,211860,0.32
4052,952991,28866,211860,0.33
4053,357673,28866,211860,0.36
4054,228284,28866,211860,0.86
4055,264458,28866,211860,0.25
4056,308231,28866,211860,0.42
4057,441140,28866,211860,0.12
4058,494238,28866,211860,0.72
4059,331031,28866,211860,0.65
4060,69703,28866,211860,0.57
4061,320616,28866,211860,0.43
4062,895625,28866,211860,0.15
4063,388365,28866,211860,0.6
4064,793660,28866,211860,0.58
4065,109543,28866,211860,0.77
4066,810678,28866,211860,0.48
4067,420187,28866,211860,0.01
4068,950555,28866,211860,0.48
4069,442247,28866,211860,0.76
4070,631654,28866,211860,0.48
4071,960377,28866,211860,0.37
4072,640609,28866,211860,0.48
4073,113384,28866,211860,0.41
4074,53337,28866,211860,0.88
4075,456645,28866,211860,0.41
4076,137312,28866,211860,0.51
4077,561002,28866,211860,0.9
4078,827063,28866,211860,0.68
4079,447967,28866,211860,0.66
4080,708584,28866,211860,0.76
4081,980282,28866,211860,0.42
4082,255116,28866,211860,0.55
4083,932628,28866,211860,0.77
4084,292417,28866,211860,0.59
4085,110174,28866,211860,0.67
4086,744629,28866,211860,0.49
4087,609323,28866,211860,0.6
4088,276948,28866,211860,0.62
4089,856684,28866,211860,0.4
4090,348101,28866,211860,0.72
4091,727895,28866,211860,0.0
4092,374883,28866,211860,0.29
4093,966072,28866,211860,0.43
4094,414041,28866,211860,0.76
4095,107373,28866,211860,0.77
4096,520658,28866,211860,0.48
4097,364946,28866,211860,0.56
4098,24489,28866,211860,0.55
4099,255822,28866,211860,0.91
4100,183951,28866,211860,0.52
4101,971974,28866,211860,0.49
4102,567537,28866,211860,0.42
4103,470671,28866,211860,0.34
4104,979807,28866,211860,0.33
4105,692573,28866,211860,0.26
4106,936482,28866,211860,0.16
4107,979442,28866,211860,0.4
4108,73164,28866,211860,0.67
4109,871680,28866,211860,0.62
4110,15474,28866,211860,0.31
4111,821430,28866,211860,0.8
4112,431219,28866,211860,0.45
4113,413626,28866,211860,0.74
4114,397571,28866,211860,0.05
4115,770663,28866,211860,0.86
4116,964918,28866,211860,0.57
4117,616091,28866,211860,0.64
4118,162951,28866,211860,0.48
4119,202752,28866,211860,0.23
4120,863608,28866,211860,0.12
4121,964604,28866,211860,0.79
4122,258570,28866,211860,0.57
4123,690940,28866,211860,0.58
4124,833043,28866,211860,0.84
4125,565727,28866,211860,0.36
4126,464963,28866,211860,0.59
4127,225871,28866,211860,0.38
4128,931930,28866,211860,0.4
4129,43571,28866,211860,0.61
4130,375500,28866,211860,0.19
4131,229582,28866,211860,0.88
4132,735593,28866,211860,0.37
4133,104276,28866,211860,0.88
4134,205948,28866,211860,0.64
4135,401445,28866,211860,0.49
4136,703498,28866,211860,0.4
4137,420879,28866,211860,0.46
4138,888970,28866,211860,0.77
4139,435775,28866,211860,0.83
4140,529467,28866,211860,0.14
4141,992134,28866,211860,0.05
4142,980478,28866,211860,0.42
4143,262441,28866,211860,0.08
4144,190821,28866,211860,0.26
4145,165091,28866,211860,0.59
4146,130537,28866,211860,0.67
4147,292041,28866,211860,0.18
4148,979132,28866,211860,0.6
4149,360574,28866,211860,0.6
4150,953499,28866,211860,0.26
4151,347125,28866,211860,0.46
4152,499298,28866,211860,0.23
4153,627876,28866,211860,0.71
4154,164177,28866,211860,0.72
4155,72389,28866,211860,0.61
4156,300767,28866,211860,0.66
4157,689540,28866,211860,0.78
4158,327626,28866,211860,0.69
4159,628637,28866,211860,0.57
4160,122866,28866,211860,0.74
4161,541683,28866,211860,0.5
4162,976407,28866,211860,0.5
4163,915614,28866,211860,0.24
4164,714719,28866,211860,0.4
4165,640088,28866,211860,0.18
4166,256794,28866,211860,0.05
4167,475957,28866,211860,0.8
4168,810157,28866,211860,0.44
4169,135627,28866,211860,0.71
4170,942905,28866,211860,0.28
4171,541793,28866,211860,0.22
4172,677085,28866,211860,0.94
4173,23419,28866,211860,0.34
4174,996862,28866,211860,0.53
4175,272762,28866,211860,0.87
4176,914823,28866,211860,0.59
4177,923529,28866,211860,0.52
4178,524284,28866,211860,0.35
4179,264849,28866,211860,0.63
4180,564948,28866,211860,0.29
4181,251937,28866,211860,0.14
4182,655287,28866,211860,0.56
4183,883858,28866,211860,0.63
4184,177388,28866,211860,0.94
4185,871462,28866,211860,0.64
4186,332528,28866,211860,0.5
4187,855150,28866,211860,0.2
4188,110462,28866,211860,0.73
4189,428288,28866,211860,0.81
4190,853390,28866,211860,0.37
4191,924057,28866,211860,0.83
4192,839956,28866,211860,0.48
4193,347465,28866,211860,0.53
4194,73693,28866,211860,0.12
4195,754279,28866,211860,0.4
4196,134519,28866,211860,0.47
4197,195329,28866,211860,0.49
4198,156076,28866,211860,0.77
4199,873430,28866,211860,0.93
4200,492643,28866,211860,0.57
4201,952705,28866,211860,0.52
4202,324342,28866,211860,0.16
4203,328554,28866,211860,0.15
4204,30075,28866,211860,0.45
4205,51464,28866,211860,0.44
4206,534209,28866,211860,0.75
4207,573374,28866,211860,0.2
4208,664267,28866,211860,0.2
4209,977026,28866,211860,0.49
4210,407292,28866,211860,0.56
4211,908241,28866,211860,0.67
4212,208991,28866,211860,0.46
4213,207518,28866,211860,0.19
4214,321185,28866,211860,0.56
4215,299142,28866,211860,0.86
4216,528627,28866,211860,0.36
4217,879794,28866,211860,0.78
4218,259406,28866,211860,0.16
4219,605566,28866,211860,0.46
4220,418379,28866,211860,0.76
4221,193804,28866,211860,0.52
4222,210304,28866,211860,0.14
4223,689545,28866,211860,0.56
4224,996961,28866,211860,0.51
4225,34746,28866,211860,0.3
4226,872339,28866,211860,0.81
4227,60347,28866,211860,0.47
4228,199017,28866,211860,0.57
4229,790492,28866,211860,0.98
4230,312113,28866,211860,0.89
4231,180636,28866,211860,0.37
4232,846751,28866,211860,0.5
4233,258124,28866,211860,0.89
4234,969447,28866,211860,0.1
4235,987118,28866,211860,0.3
4236,624729,28866,211860,0.6
4237,779757,28866,211860,0.74
4238,120302,28866,211860,0.24
4239,123750,28866,211860,0.22
4240,819807,28866,211860,0.67
4241,972081,28866,211860,0.24
4242,766921,28866,211860,0.66
4243,513697,28866,211860,0.88
4244,124237,28866,211860,0.58
4245,202790,28866,211860,0.52
4246,286611,28866,211860,0.39
4247,764824,28866,211860,0.75
4248,309686,28866,211860,0.68
4249,254375,28866,211860,0.19
4250,842757,28866,211860,0.42
4251,627888,28866,211860,0.67
4252,612410,28866,211860,0.73
4253,583610,28866,211860,0.59
4254,490456,28866,211860,0.91
4255,435323,28866,211860,0.3
4256,516551,28866,211860,0.19
4257,276816,28866,211860,0.27
4258,842407,28866,211860,0.32
4259,895927,28866,211860,0.31
4260,812045,28866,211860,0.08
4261,768218,28866,211860,0.72
4262,824708,28866,211860,0.43
4263,559931,28866,211860,0.51
4264,575049,28866,211860,0.58
4265,30523,28866,211860,0.55
4266,264506,28866,211860,0.65
4267,699353,28866,211860,0.37
4268,612059,28866,211860,0.91
4269,911023,28866,211860,0.39
4270,323216,28866,211860,0.21
4271,102914,28866,211860,0.21
4272,958254,28866,211860,0.45
4273,617308,28866,211860,0.49
4274,254633,28866,211860,0.57
4275,423194,28866,211860,0.89
4276,260372,28866,211860,0.48
4277,502754,28866,211860,0.55
4278,716515,28866,211860,0.25
4279,84074,28866,211860,0.69
4280,770484,28866,211860,0.32
4281,135962,28866,211860,0.29
4282,426172,28866,211860,0.23
4283,276352,28866,211860,0.36
4284,821732,28866,211860,0.73
4285,232848,28866,211860,0.22
4286,78289,28866,211860,0.14
4287,233683,28866,211860,0.15
4288,587499,28866,211860,0.14
4289,362996,28866,211860,0.3
4290,690103,28866,211860,0.62
4291,472201,28866,211860,0.58
4292,458093,28866,211860,0.44
4293,311555,28866,211860,0.06
4294,807568,28866,211860,0.2
4295,16582,28866,211860,0.99
4296,126039,28866,211860,0.32
4297,333030,28866,211860,0.88
4298,656228,28866,211860,0.11
4299,202757,28866,211860,0.8
4300,609208,28866,211860,0.65
4301,822118,28866,211860,0.87
4302,588493,28866,211860,0.57
4303,643912,28866,211860,0.79
4304,456047,28866,211860,0.46
4305,330979,28866,211860,0.15
4306,449936,28866,211860,0.46
4307,330319,28866,211860,0.44
4308,723836,28866,211860,0.36
4309,543375,28866,211860,0.5
4310,489262,28866,211860,0.47
4311,419371,28866,211860,0.1
4312,129239,28866,211860,0.56
4313,628485,28866,211860,0.43
4314,406060,28866,211860,0.4
4315,394556,28866,211860,0.25
4316,723994,28866,211860,0.78
4317,143331,28866,211860,0.08
4318,384346,28866,211860,0.8
4319,930336,28866,211860,0.54
4320,37703,28866,211860,0.91
4321,605182,28866,211860,0.79
4322,941963,28866,211860,0.62
4323,163285,28866,211860,0.62
4324,562879,28866,211860,0.59
4325,813364,28866,211860,0.48
4326,499779,28866,211860,0.76
4327,85696,28866,211860,0.47
4328,374317,28866,211860,0.52
4329,895611,28866,211860,0.37
4330,14193,28866,211860,0.52
4331,953765,28866,211860,0.66
4332,940375,28866,211860,0.45
4333,221300,28866,211860,0.37
4334,465843,28866,211860,0.37
4335,522343,28866,211860,0.43
4336,57366,28866,211860,0.58
4337,150130,28866,211860,0.8
4338,449504,28866,211860,0.37
4339,640834,28866,211860,0.38
4340,885693,28866,211860,0.76
4341,435793,28866,211860,0.7
4342,223645,28866,211860,0.32
4343,264516,28866,211860,0.91
4344,634063,28866,211860,0.34
4345,132835,28866,211860,0.37
4346,189971,28866,211860,0.48
4347,884629,28866,211860,0.46
4348,278640,28866,211860,0.31
4349,779018,28866,211860,0.18
4350,474018,28866,211860,0.89
4351,351011,28866,211860,0.58
4352,975533,28866,211860,0.48
4353,840523,28866,211860,0.4
4354,794725,28866,211860,0.2
4355,457367,28866,211860,0.2
4356,23486,28866,211860,0.56
4357,709834,28866,211860,0.59
4358,240207,28866,211860,0.07
4359,846644,28866,211860,0.24
4360,781863,28866,211860,0.68
4361,451413,28866,211860,0.38
4362,885338,28866,211860,0.9
4363,992591,28866,211860,0.36
4364,258989,28866,211860,0.65
4365,48554,28866,211860,0.52
4366,890573,28866,211860,0.55
4367,909742,28866,211860,0.27
4368,806244,28866,211860,0.96
4369,255808,28866,211860,0.88
4370,22203,28866,211860,0.24
4371,518477,28866,211860,0.46
4372,201994,28866,211860,0.49
4373,751987,28866,211860,0.18
4374,86243,28866,211860,0.28
4375,492276,28866,211860,0.45
4376,88125,28866,211860,0.45
4377,373516,28866,211860,0.6
4378,536583,28866,211860,0.48
4379,759132,28866,211860,0.12
4380,772600,28866,211860,0.84
4381,541753,28866,211860,0.51
4382,728541,28866,211860,0.39
4383,892178,28866,211860,0.23
4384,353651,28866,211860,0.62
4385,901808,28866,211860,0.61
4386,406559,28866,211860,0.39
4387,254602,28866,211860,0.82
4388,749032,28866,211860,0.7
4389,336234,28866,211860,0.86
4390,962116,28866,211860,0.19
4391,974945,28866,211860,0.39
4392,8228,28866,211860,0.67
4393,4019,28866,211860,0.41
4394,137605,28866,211860,0.27
4395,285096,28866,211860,0.1
4396,463536,28866,211860,0.72
4397,114618,28866,211860,0.43
4398,459012,28866,211860,0.17
4399,508373,28866,211860,0.05
4400,41044,28866,211860,0.04
4401,811806,28866,211860,0.81
4402,124564,28866,211860,0.31
4403,483485,28866,211860,1.0
4404,59402,28866,211860,0.53
4405,799367,28866,211860,0.35
4406,365868,28866,211860,0.45
4407,223930,28866,211860,0.65
4408,852294,28866,211860,0.42
4409,435726,28866,211860,0.45
4410,951605,28866,211860,0.38
4411,967522,28866,211860,0.58
4412,7504,28866,211860,0.61
4413,479181,28866,211860,0.55
4414,67175,28866,211860,0.34
4415,673007,28866,211860,0.23
4416,515072,28866,211860,0.49
4417,931098,28866,211860,0.41
4418,801386,28866,211860,0.42
4419,487242,28866,211860,0.37
4420,979997,28866,211860,0.16
4421,266742,28866,211860,0.66
4422,26100,28866,211860,0.16
4423,88715,28866,211860,0.57
4424,335894,28866,211860,0.85
4425,644497,28866,211860,0.69
4426,383742,28866,211860,0.42
4427,652146,28866,211860,0.95
4428,871872,28866,211860,0.57
4429,935157,28866,211860,0.03
4430,814403,28866,211860,0.63
4431,529207,28866,211860,0.84
4432,939571,28866,211860,0.84
4433,844833,28866,211860,0.36
4434,305683,28866,211860,0.26
4435,826355,28866,211860,0.3
4436,641559,28866,211860,0.97
4437,832796,28866,211860,0.71
4438,749567,28866,211860,0.54
4439,296979,28866,211860,0.73
4440,435717,28866,211860,0.37
4441,545542,28866,211860,0.66
4442,207997,28866,211860,0.06
4443,803213,28866,211860,0.46
4444,7507,28866,211860,0.41
4445,114708,28866,211860,0.44
4446,964724,28866,211860,0.88
4447,238483,28866,211860,0.09
4448,177652,28866,211860,0.28
4449,406120,28866,211860,0.08
4450,895369,28866,211860,0.28
4451,303947,28866,211860,0.69
4452,465971,28866,211860,0.36
4453,852889,28866,211860,0.68
4454,97362,28866,211860,0.18
4455,317316,28866,211860,0.58
4456,846321,28866,211860,0.88
4457,336818,28866,211860,0.06
4458,584144,28866,211860,0.93
4459,666146,28866,211860,0.69
4460,23693,28866,211860,0.48
4461,742661,28866,211860,0.79
4462,846945,28866,211860,0.81
4463,68702,28866,211860,0.24
4464,670956,28866,211860,0.46
4465,832740,28866,211860,0.75
4466,293401,28866,211860,0.09
4467,188475,28866,211860,0.36
4468,26814,28866,211860,0.73
4469,598581,28866,211860,0.58
4470,958880,28866,211860,0.21
4471,408140,28866,211860,0.33
4472,357550,28866,211860,0.53
4473,928277,28866,211860,0.67
4474,842441,28866,211860,0.33
4475,189253,28866,211860,0.21
4476,328725,28866,211860,0.73
4477,518628,28866,211860,0.7
4478,718824,28866,211860,0.0
4479,51205,28866,211860,0.75
4480,72305,28866,211860,0.99
4481,864292,28866,211860,0.46
4482,18560,28866,211860,0.38
4483,80141,28866,211860,0.5
4484,316766,28866,211860,0.6
4485,655409,28866,211860,0.5
4486,522023,28866,211860,0.35
4487,719607,28866,211860,0.74
4488,153831,28866,211860,0.24
4489,640439,28866,211860,0.64
4490,17676,28866,211860,0.66
4491,980746,28866,211860,0.35
4492,463979,28866,211860,0.23
4493,718164,28866,211860,0.43
4494,240133,28866,211860,0.73
4495,89811,28866,211860,0.4
4496,880425,28866,211860,0.47
4497,504885,28866,211860,0.52
4498,172842,28866,211860,0.23
4499,838543,28866,211860,0.61
4500,78530,28866,211860,0.01
4501,3488,28866,211860,0.6
4502,670743,28866,211860,0.13
4503,601092,28866,211860,0.24
4504,447717,28866,211860,0.4
4505,223230,28866,211860,0.52
4506,916345,28866,211860,0.42
4507,290925,28866,211860,0.59
4508,674068,28866,211860,0.3
4509,672694,28866,211860,0.61
4510,776293,28866,211860,0.5
4511,20460,28866,211860,0.71
4512,698291,28866,211860,0.45
4513,278820,28866,211860,0.37
4514,894048,28866,211860,0.44
4515,413629,28866,211860,0.07
4516,545970,28866,211860,0.5
4517,856037,28866,211860,0.18
4518,225952,28866,211860,0.01
4519,785784,28866,211860,0.9
4520,968563,28866,211860,0.4
4521,516977,28866,211860,0.54
4522,327103,28866,211860,0.91
4523,550759,28866,211860,0.64
4524,103162,28866,211860,0.54
4525,880512,28866,211860,0.53
4526,311741,28866,211860,0.6
4527,609658,28866,211860,0.15
4528,410273,28866,211860,0.12
4529,52115,28866,211860,0.66
4530,764237,28866,211860,0.59
4531,588057,28866,211860,0.82
4532,830434,28866,211860,0.34
4533,47549,28866,211860,0.27
4534,660633,28866,211860,0.58
4535,182940,28866,211860,0.09
4536,793819,28866,211860,0.22
4537,493361,28866,211860,0.54
4538,557513,28866,211860,0.25
4539,728106,28866,211860,0.36
4540,646818,28866,211860,0.56
4541,956746,28866,211860,0.38
4542,928637,28866,211860,0.6
4543,210283,28866,211860,0.51
4544,202368,28866,211860,0.2
4545,556253,28866,211860,0.79
4546,503563,28866,211860,0.56
4547,548068,28866,211860,0.46
4548,506280,28866,211860,0.44
4549,869423,28866,211860,0.07
4550,228935,28866,211860,0.24
4551,830993,28866,211860,0.68
4552,932388,28866,211860,0.7
4553,10263,28866,211860,0.15
4554,566650,28866,211860,0.48
4555,248656,28866,211860,0.47
4556,543095,28866,211860,0.54
4557,786960,28866,211860,0.59
4558,51127,28866,211860,0.28
4559,396512,28866,211860,0.86
4560,231525,28866,211860,0.22
4561,536510,28866,211860,0.62
4562,34412,28866,211860,0.8
4563,275303,28866,211860,0.19
4564,147374,28866,211860,0.54
4565,109664,28866,211860,0.74
4566,745256,28866,211860,0.12
4567,968717,28866,211860,0.27
4568,960345,28866,211860,0.16
4569,272260,28866,211860,0.6
4570,172416,28866,211860,0.87
4571,127900,28866,211860,0.44
4572,418228,28866,211860,0.65
4573,46467,28866,211860,0.36
4574,493590,28866,211860,0.7
4575,111777,28866,211860,0.1
4576,370640,28866,211860,0.66
4577,492989,28866,211860,0.69
4578,251615,28866,211860,0.37
4579,25628,28866,211860,0.57
4580,696306,28866,211860,0.56
4581,110472,28866,211860,0.02
4582,503448,28866,211860,0.65
4583,530168,28866,211860,0.59
4584,385006,28866,211860,0.51
4585,663063,28866,211860,0.55
4586,67891,28866,211860,0.5
4587,147477,28866,211860,0.18
4588,750090,28866,211860,0.15
4589,316887,28866,211860,0.12
4590,703529,28866,211860,0.52
4591,69069,28866,211860,0.3
4592,799272,28866,211860,0.52
4593,703996,28866,211860,0.51
4594,96237,28866,211860,0.17
4595,835963,28866,211860,0.11
4596,788324,28866,211860,0.66
4597,824230,28866,211860,0.43
4598,952759,28866,211860,0.89
4599,691091,28866,211860,0.3
4600,829687,28866,211860,0.36
4601,673277,28866,211860,0.74
4602,846504,28866,211860,0.86
4603,331642,28866,211860,0.77
4604,243527,28866,211860,0.68
4605,8945,28866,211860,0.48
4606,752860,28866,211860,0.74
4607,964616,28866,211860,0.95
4608,672128,28866,211860,0.71
4609,634001,28866,211860,0.77
4610,205886,28866,211860,0.61
4611,101306,28866,211860,0.71
4612,622106,28866,211860,0.38
4613,318974,28866,211860,0.29
4614,964609,28866,211860,0.45
4615,496522,28866,211860,0.77
4616,384248,28866,211860,0.45
4617,631883,28866,211860,0.47
4618,786932,28866,211860,0.81
4619,226499,28866,211860,0.34
4620,987869,28866,211860,0.48
4621,884461,28866,211860,0.56
4622,470393,28866,211860,0.02
4623,384213,28866,211860,0.97
4624,354172,28866,211860,0.33
4625,290709,28866,211860,0.02
4626,100472,28866,211860,0.65
4627,550886,28866,211860,0.77
4628,69108,28866,211860,0.8
4629,522952,28866,211860,0.84
4630,350184,28866,211860,0.38
4631,282247,28866,211860,0.09
4632,598280,28866,211860,0.25
4633,459092,28866,211860,0.43
4634,327418,28866,211860,0.86
4635,698440,28866,211860,0.62
4636,644927,28866,211860,0.88
4637,344848,28866,211860,0.03
4638,327053,28866,211860,0.65
4639,562640,28866,211860,0.4
4640,634827,28866,211860,0.44
4641,57573,28866,211860,0.42
4642,528477,28866,211860,0.57
4643,184977,28866,211860,0.25
4644,17508,28866,211860,0.35
4645,282629,28866,211860,0.38
4646,301688,28866,211860,0.37
4647,180088,28866,211860,0.38
4648,439539,28866,211860,0.93
4649,338670,28866,211860,0.35
4650,813165,28866,211860,0.63
4651,344672,28866,211860,0.58
4652,133061,28866,211860,0.65
4653,589781,28866,211860,0.63
4654,326077,28866,211860,0.57
4655,142042,28866,211860,0.27
4656,815883,28866,211860,0.9
4657,152229,28866,211860,0.08
4658,287493,28866,211860,0.14
4659,485983,28866,211860,0.01
4660,142597,28866,211860,0.45
4661,223640,28866,211860,0.35
4662,55755,28866,211860,0.71
4663,382707,28866,211860,0.63
4664,625194,28866,211860,0.54
4665,797327,28866,211860,0.62
4666,344574,28866,211860,0.82
4667,273499,28866,211860,0.96
4668,421371,28866,211860,0.36
4669,44631,28866,211860,0.38
4670,210177,28866,211860,0.43
4671,13635,28866,211860,0.35
4672,885050,28866,211860,0.23
4673,736572,28866,211860,0.14
4674,176458,28866,211860,0.15
4675,989883,28866,211860,0.62
4676,163533,28866,211860,0.39
4677,350476,28866,211860,0.63
4678,125709,28866,211860,0.19
4679,427307,28866,211860,0.67
4680,902617,28866,211860,0.34
4681,166855,28866,211860,0.68
4682,593256,28866,211860,0.09
4683,923351,28866,211860,0.73
4684,105333,28866,211860,0.68
4685,647264,28866,211860,0.4
4686,603103,28866,211860,0.08
4687,448777,28866,211860,0.36
4688,496245,28866,211860,0.7
4689,579938,28866,211860,0.74
4690,805157,28866,211860,0.48
4691,522359,28866,211860,0.84
4692,939034,28866,211860,0.49
4693,199123,28866,211860,0.34
4694,705354,28866,211860,0.84
4695,792557,28866,211860,0.63
4696,999601,28866,211860,0.17
4697,250624,28866,211860,0.4
4698,785015,28866,211860,0.82
4699,161802,28866,211860,0.46
4700,153277,28866,211860,0.52
4701,142176,28866,211860,0.91
4702,84576,28866,211860,0.45
4703,154398,28866,211860,0.57
4704,752725,28866,211860,0.56
4705,12698,28866,211860,0.3
4706,849356,28866,211860,0.68
4707,829814,28866,211860,0.37
4708,22526,28866,211860,0.09
4709,938083,28866,211860,0.16
4710,115974,28866,211860,0.46
4711,736105,28866,211860,0.52
4712,333311,28866,211860,0.41
4713,618436,28866,211860,0.49
4714,2999,28866,211860,0.05
4715,376316,28866,211860,0.8
4716,478354,28866,211860,0.3
4717,496502,28866,211860,0.7
4718,435944,28866,211860,0.84
4719,33985,28866,211860,0.55
4720,219726,28866,211860,0.16
4721,609008,28866,211860,0.56
4722,876385,28866,211860,0.3
4723,530001,28866,211860,0.47
4724,777283,28866,211860,0.88
4725,377541,28866,211860,0.88
4726,751989,28866,211860,0.58
4727,803591,28866,211860,0.43
4728,852985,28866,211860,0.75
4729,928029,28866,211860,0.56
4730,809116,28866,211860,0.87
4731,69690,28866,211860,0.47
4732,95248,28866,211860,0.57
4733,310497,28866,211860,0.57
4734,493419,28866,211860,0.31
4735,675847,28866,211860,0.53
4736,414156,28866,211860,0.6
4737,227540,28866,211860,0.95
4738,213742,28866,211860,0.23
4739,542035,28866,211860,0.51
4740,498951,28866,211860,0.73
4741,754354,28866,211860,0.65
4742,876536,28866,211860,0.32
4743,780017,28866,211860,0.38
4744,279852,28866,211860,0.62
4745,998551,28866,211860,0.04
4746,519720,28866,211860,0.77
4747,916593,28866,211860,0.6
4748,786872,28866,211860,0.07
4749,850043,28866,211860,0.86
4750,966298,28866,211860,0.38
4751,207093,28866,211860,0.55
4752,565685,28866,211860,0.79
4753,983737,28866,211860,0.54
4754,408934,28866,211860,0.5
4755,182498,28866,211860,0.6
4756,514907,28866,211860,0.02
4757,556040,28866,211860,0.36
4758,935545,28866,211860,0.29
4759,677075,28866,211860,0.34
4760,763284,28866,211860,0.54
4761,132366,28866,211860,0.45
4762,33972,28866,211860,0.53
4763,295010,28866,211860,0.61
4764,490827,28866,211860,0.87
4765,303585,28866,211860,0.98
4766,554415,28866,211860,0.48
4767,786341,28866,211860,0.69
4768,838302,28866,211860,0.5
4769,151663,28866,211860,0.12
4770,859109,28866,211860,0.25
4771,635468,28866,211860,0.74
4772,636676,28866,211860,0.25
4773,87826,28866,211860,0.49
4774,46588,28866,211860,0.79
4775,143118,28866,211860,0.6
4776,569885,28866,211860,0.79
4777,533247,28866,211860,0.29
4778,415090,28866,211860,0.62
4779,966343,28866,211860,0.57
4780,828640,28866,211860,0.49
4781,376463,28866,211860,0.42
4782,808726,28866,211860,0.27
4783,128695,28866,211860,0.5
4784,366481,28866,211860,0.27
4785,465964,28866,211860,0.21
4786,620543,28866,211860,0.79
4787,177703,28866,211860,0.25
4788,794273,28866,211860,0.16
4789,822265,28866,211860,0.8
4790,605351,28866,211860,0.61
4791,616220,28866,211860,0.34
4792,600413,28866,211860,0.49
4793,144527,28866,211860,0.16
4794,32033,28866,211860,0.23
4795,851787,28866,211860,0.35
4796,509434,28866,211860,0.46
4797,945154,28866,211860,0.82
4798,152467,28866,211860,0.04
4799,31821,28866,211860,0.54
4800,776722,28866,211860,0.36
4801,593216,28866,211860,0.67
4802,292988,28866,211860,0.29
4803,395988,28866,211860,0.52
4804,610684,28866,211860,0.56
4805,577940,28866,211860,0.76
4806,485761,28866,211860,0.24
4807,871025,28866,211860,0.9
4808,643930,28866,211860,0.47
4809,907847,28866,211860,0.26
4810,749449,28866,211860,0.67
4811,219110,28866,211860,0.32
4812,398963,28866,211860,0.52
4813,504855,28866,211860,0.46
4814,250370,28866,211860,0.8
4815,188938,28866,211860,0.75
4816,794280,28866,211860,0.41
4817,675903,28866,211860,0.94
4818,804986,28866,211860,0.37
4819,794420,28866,211860,0.76
4820,354431,28866,211860,0.8
4821,333345,28866,211860,0.63
4822,482897,28866,211860,0.6
4823,239573,28866,211860,0.98
4824,701941,28866,211860,0.85
4825,61968,28866,211860,0.12
4826,185657,28866,211860,0.53
4827,462241,28866,211860,0.71
4828,439656,28866,211860,0.75
4829,929991,28866,211860,0.38
4830,670724,28866,211860,0.5
4831,413200,28866,211860,0.55
4832,159359,28866,211860,0.26
4833,236298,28866,211860,0.55
